const	1.0	1.1	1.2	1.3	1.4	1.5	1.6
a1	0.5014	0.4347	0.3388	0.2640	0.1954	0.1720	0.2614
a2	-1.1083	-1.1948	-1.3011	-1.3624	-1.3740	-1.1931	-0.7171
a3	0.3307	0.3038	0.2888	0.2487	0.2010	0.1081	-0.0889
b1	-0.0141	-0.0528	-0.2333	-0.1832	-0.0763	0.1898	0.1405
b2	0.0858	0.3605	1.1647	0.9213	0.3398	-1.1150	-0.8445
b3	-0.2800	-0.8891	-2.0467	-1.5512	-0.2939	2.5040	2.0568
b4	0.9342	1.3041	1.7190	1.0636	-0.3389	-2.6974	-2.7520
b5	0.5898	0.6466	0.7622	1.0745	1.5752	2.1084	2.1243
