const	1.0	1.1	1.2	1.3	1.4	1.5	1.6
a1	0.2621	0.2023	0.1358	0.1051	0.0972	0.0862	0.1079
a2	-1.1413	-1.2344	-1.3665	-1.3136	-1.1049	-0.8906	-0.5234
a3	0.1132	0.1119	0.1165	0.0931	0.0547	0.0128	-0.0534
b1	-0.2666	-0.0954	0.1333	0.2416	0.2855	0.3200	0.0146
b2	1.2603	0.3558	-0.7729	-1.2558	-1.4640	-1.6858	-0.2634
b3	-1.9851	-0.3412	1.6547	2.4481	2.8237	3.2676	1.0072
b4	1.3775	0.1462	-1.4179	-2.0880	-2.4983	-2.9136	-1.5748
b5	0.5972	0.9010	1.3350	1.5180	1.6207	1.6093	1.1806
